Entry#,melt,diffusing species,type of diffusion,type of experiment,T(K),P(MPa),PH2O(Mpa),C range(wt%),D(m2/s),1s error,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2Ot,Composition unit,dry total,Ref#,Ref# (Repeat but for checking it copied over correctly),author,year,journal,Vol,Page,Comments,doi,title
664,Rhyolite15,Sr85,Tracer,thin source,1099.557262995151,0.1,,,2.178892496210247e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
665,Rhyolite15,Sr85,Tracer,thin source,1124.546003392397,0.1,,,2.850187783482996e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
666,Rhyolite15,Sr85,Tracer,thin source,1124.57833403611,0.1,,,3.123506274541706e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
667,Rhyolite15,Sr85,Tracer,thin source,1164.251219711833,0.1,,,4.463899774208359e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
668,Rhyolite15,Sr85,Tracer,thin source,1164.297425543156,0.1,,,5.043588505396481e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
669,Rhyolite15,Sr85,Tracer,thin source,1204.073518283376,0.1,,,9.786820705847058e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
670,Rhyolite15,Sr85,Tracer,thin source,1225.993496402126,0.1,,,1.3220483965938e-13,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
765,Rhyolite15,Ba133,Tracer,thin source,973.2808599225341,0.1,,,2.784894280802614e-16,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
766,Rhyolite15,Ba133,Tracer,thin source,973.941226146335,0.1,,,3.051326306461722e-16,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
767,Rhyolite15,Ba133,Tracer,thin source,1023.077493123395,0.1,,,9.588120011599554e-16,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
768,Rhyolite15,Ba133,Tracer,thin source,1043.149159729229,0.1,,,1.013339448318038e-15,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
769,Rhyolite15,Ba133,Tracer,thin source,1043.195526653836,0.1,,,1.18041974042195e-15,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
770,Rhyolite15,Ba133,Tracer,thin source,1124.76966172323,0.1,,,4.851979338493729e-15,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
771,Rhyolite15,Ba133,Tracer,thin source,1124.80200522874,0.1,,,5.317259443590725e-15,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
772,Rhyolite15,Ba133,Tracer,thin source,1124.84513279638,0.1,,,6.007766743522155e-15,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
773,Rhyolite15,Ba133,Tracer,thin source,1163.82398956652,0.1,,,1.442883380290242e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
774,Rhyolite15,Ba133,Tracer,thin source,1163.927881551573,0.1,,,1.89905680811107e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
775,Rhyolite15,Ba133,Tracer,thin source,1204.441182810046,0.1,,,2.192773762147426e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
776,Rhyolite15,Ba133,Tracer,thin source,1226.451575817434,0.1,,,3.557438201950165e-14,,76.87,0.07,12.2,0.94,0.05,0.05,0.3,4.38,4.4,,0.11,wt%,99.26,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,595.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2322,Basalt10,Eu152,Tracer,thin source,1543.805039523418,0.1,,,1.372270871754098e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2323,Basalt10,Eu152,Tracer,thin source,1569.996456773173,0.1,,,1.585562237432126e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2324,Basalt10,Eu152,Tracer,thin source,1619.539576764933,0.1,,,1.782576981914974e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2325,Basalt10,Eu152,Tracer,thin source,1672.891022547907,0.1,,,3.060696941348754e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2326,Basalt10,Eu152,Tracer,thin source,1708.746674798206,0.1,,,3.678994319030334e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2399,Basalt10,Gd153,Tracer,thin source,1543.8135721352,0.1,,,1.525522914660444e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2400,Basalt10,Gd153,Tracer,thin source,1553.051799312315,0.1,,,1.335901930633074e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2401,Basalt10,Gd153,Tracer,thin source,1573.33369584721,0.1,,,1.627864775564375e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2402,Basalt10,Gd153,Tracer,thin source,1594.119359834547,0.1,,,1.351414567187996e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2403,Basalt10,Gd153,Tracer,thin source,1622.584213989084,0.1,,,1.854552852715176e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2404,Basalt10,Gd153,Tracer,thin source,1672.363931998497,0.1,,,3.493835634047894e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
2405,Basalt10,Gd153,Tracer,thin source,1712.699273484636,0.1,,,3.727492581864579e-11,,49.68,2.59,12.7,11.05,0.17,9.46,10.79,2.31,0.48,,,wt%,99.23,Magaritz1978GCA,Magaritz1978GCA,Magaritz,1978,GCA,42,847.0,read from figure,10.1016/0016-7037(78)90097-2,DIFFUSION OF Eu AND Gd IN BASALT AND OBSIDIAN
60,Rhyolite12,Na-22,Tracer,thin source,1173.15,210,,,1.41e-10,,76.01,0.11,13.0,0.7,0.08,0.09,0.52,3.65,4.81,,,wt%,99.14,Watson1981EPSL,Watson1981EPSL,Watson,1981,EPSL,52,291.0,,10.1016/0012-821x(81)90184-9,[6] DIFFUSION IN MAGMAS AT DEPTH IN THE EARTH: THE EFFECTS OF PRESSURE AND DISSOLVED H20
61,wet Rhyolite12,Na-22,Tracer,thin source,973.15,210,,,8.3e-11,,76.01,0.11,13.0,0.7,0.08,0.09,0.52,3.65,4.81,,3.5,wt%,99.14,Watson1981EPSL,Watson1981EPSL,Watson,1981,EPSL,52,291.0,,10.1016/0012-821x(81)90184-9,[6] DIFFUSION IN MAGMAS AT DEPTH IN THE EARTH: THE EFFECTS OF PRESSURE AND DISSOLVED H20
62,wet Rhyolite12,Na-22,Tracer,thin source,973.15,210,,,6.06e-11,,76.01,0.11,13.0,0.7,0.08,0.09,0.52,3.65,4.81,,3.5,wt%,99.14,Watson1981EPSL,Watson1981EPSL,Watson,1981,EPSL,52,291.0,,10.1016/0012-821x(81)90184-9,[6] DIFFUSION IN MAGMAS AT DEPTH IN THE EARTH: THE EFFECTS OF PRESSURE AND DISSOLVED H20
63,wet Rhyolite12,Na-22,Tracer,thin source,1073.15,210,,,1.63e-10,,76.01,0.11,13.0,0.7,0.08,0.09,0.52,3.65,4.81,,3.5,wt%,99.14,Watson1981EPSL,Watson1981EPSL,Watson,1981,EPSL,52,291.0,,10.1016/0012-821x(81)90184-9,[6] DIFFUSION IN MAGMAS AT DEPTH IN THE EARTH: THE EFFECTS OF PRESSURE AND DISSOLVED H20
64,wet Rhyolite12,Na-22,Tracer,thin source,1173.15,210,,,2.95e-10,,76.01,0.11,13.0,0.7,0.08,0.09,0.52,3.65,4.81,,3.5,wt%,99.14,Watson1981EPSL,Watson1981EPSL,Watson,1981,EPSL,52,291.0,,10.1016/0012-821x(81)90184-9,[6] DIFFUSION IN MAGMAS AT DEPTH IN THE EARTH: THE EFFECTS OF PRESSURE AND DISSOLVED H20
65,Rhyolite5,Na-24,Tracer,thin source,411.15,0.1,,,2.2e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
66,Rhyolite5,Na-24,Tracer,thin source,503.15,0.1,,,1.7e-15,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
67,Rhyolite5,Na-24,Tracer,thin source,618.15,0.1,,,1.1e-13,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
68,Rhyolite5,Na-24,Tracer,thin source,680.15,0.1,,,4.2e-13,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
69,Rhyolite5,Na-24,Tracer,thin source,775.15,0.1,,,3e-12,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
176,Rhyolite5,K,Tracer,thin source,645.15,100,,,9e-16,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
177,Rhyolite5,K,Tracer,thin source,768.15,100,,,2.4e-14,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
178,Rhyolite5,K,Tracer,thin source,885.15,100,,,1.3e-13,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
179,Rhyolite5,K,Tracer,thin source,1008.15,100,,,1.2e-12,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
180,Rhyolite5,K,Tracer,thin source,1118.15,100,,,4.2e-12,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
212,Rhyolite5,Rb,Tracer,thin source,693.15,100,,,5.3e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
213,Rhyolite5,Rb,Tracer,thin source,835.15,100,,,2.1e-15,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
214,Rhyolite5,Rb,Tracer,thin source,978.15,100,,,3.5e-14,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
215,Rhyolite5,Rb,Tracer,thin source,1105.15,100,,,2e-13,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
216,Rhyolite5,Rb,Tracer,thin source,1218.15,100,,,6.8e-13,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
276,Rhyolite5,Cs,Tracer,thin source,875.15,100,,,3.3e-18,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
277,Rhyolite5,Cs,Tracer,thin source,877.15,100,,,3e-18,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
278,Rhyolite5,Cs,Tracer,thin source,923.15,100,,,1.1e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
279,Rhyolite5,Cs,Tracer,thin source,963.15,100,,,5.2e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
280,Rhyolite5,Cs,Tracer,thin source,973.15,100,,,8.6e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
281,Rhyolite5,Cs,Tracer,thin source,977.15,100,,,6.5e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
282,Rhyolite5,Cs,Tracer,thin source,981.15,100,,,8.6e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
283,Rhyolite5,Cs,Tracer,thin source,1033.15,100,,,1.2e-16,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
284,Rhyolite5,Cs,Tracer,thin source,1075.15,100,,,1e-15,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
285,Rhyolite5,Cs,Tracer,thin source,1077.15,100,,,6.7e-16,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
286,Rhyolite5,Cs,Tracer,thin source,1085.15,100,,,1.05e-15,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
287,Rhyolite5,Cs,Tracer,thin source,1133.15,100,,,2.3e-15,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
288,Rhyolite5,Cs,Tracer,thin source,1188.15,100,,,4.7e-15,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
289,Rhyolite5,Cs,Tracer,thin source,1025.15,300,,,8.3e-17,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
290,Rhyolite5,Cs,Tracer,thin source,1079.15,300,,,4.1e-16,,73.01,0.2,12.57,2.71,0.05,0.54,0.41,5.05,4.6,,0.52,wt%,99.13999999999999,Jambon1982JGR,Jambon1982JGR,Jambon,1982,JGR,87,10797.0,,10.1029/jb087ib13p10797,"EXPERIMENTAL RESULTS FOR NA, K, RB, CS, CA, SR, BA, CE, EU TO 13 00 o C AND A MODEL OF CALCULATION"
